mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170134,Ramesh Chander Kaushik,Elected,23-05-2019,In Office,Second Term,Sonipat,Haryana,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B.",66,9,0,327,0.995951417, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,29.53571429,0.553571429,186.8392857,0.924023628,Lok Sabha
170132,Arvind Kumar Sharma,Elected,23-05-2019,In Office,Fourth Term,Rohtak,Haryana,Bharatiya Janata Party,Male,Post Graduate,"B.D.S., M.D.S.; Eduated at Gujarat University, Ahmedabad, M.D. University, Rohtak",60,16,0,181,0.736842105, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,29.53571429,0.553571429,186.8392857,0.924023628,Lok Sabha
170126,Dharambir,Elected,23-05-2019,In Office,Second Term,Bhiwani-Mahendragarh,Haryana,Bharatiya Janata Party,Male,Graduate,Graduate,68,41,0,200,0.975708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,29.53571429,0.553571429,186.8392857,0.924023628,Lok Sabha
170136,Kisan Kapoor,Elected,23-05-2019,In Office,First Term,Kangra,Himachal Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,72,5,0,36,0.87854251, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,11,N/A,39.66666667,0.861488278,Lok Sabha
170554,Pratibha Singh,Elected,17-11-2021,In Office,Third Term,Mandi,Himachal Pradesh,Indian National Congress,Female,Graduate,"Educated at Government College for Women, Chandigarh",67,2,0,24,0.784482759, Data corresponds to the period from 01-06-2019 to 11-08-2023.,17.40350445,1.20941922,99.83402724,0.788702577,3.333333333,N/A,32.33333333,0.861488278,Lok Sabha
170138,Suresh Kumar Kashyap,Elected,23-05-2019,In Office,First Term,Shimla,Himachal Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., M.Phil (Public Administration) Educated at MDS University",52,15,0,53,0.801619433, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,11,N/A,39.66666667,0.861488278,Lok Sabha
170140,Mohammad Akbar Lone,Elected,23-05-2019,In Office,First Term,Baramulla,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Graduate,"B.A. LL.B. Educated at Kashmir University and Aligarh Muslim University, U.P",76,6,0,5,0.457489879, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,42.4,0.6,93,0.714979757,Lok Sabha
170143,Farooq Abdullah,Elected,23-05-2019,In Office,Fourth Term,Srinagar,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Graduate,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",85,11,0,11,0.574898785, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,42.4,0.6,93,0.714979757,Lok Sabha
170139,Hasnain Masoodi,Elected,23-05-2019,In Office,First Term,Anantnag,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Post Graduate,"M.A., LL.M, Educated at Harvard Law School, Harvard University, USA",69,108,0,62,0.850202429, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,42.4,0.6,93,0.714979757,Lok Sabha
170170,Annasaheb Shankar Jolle,Elected,23-05-2019,In Office,First Term,Chikkodi,Karnataka,Bharatiya Janata Party,Male,Graduate,"PUC IInd Year, Educated at Sainik School Bijapur (Vijaypur), Karnataka",60,9,0,272,0.720647773, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170551,Mangal Suresh Angadi,Elected,19-07-2021,In Office,First Term,Belgaum,Karnataka,Bharatiya Janata Party,Female,Graduate,"Bachelor of Science (B. Sc), I.S.S. College of Science, Gokak, Belagavi",59,1,0,22,0.69924812, Data corresponds to the period from 01-06-2019 to 11-08-2023.,18.21223625,1.20941922,114.3205137,0.788702577,3.708333333,N/A,111,0.705606609,Lok Sabha
170159,P.C. Gaddigoudar,Elected,23-05-2019,In Office,Fourth Term,Bagalkot,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum",72,5,0,76,0.914979757, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170175,Umesh G. Jadhav,Elected,23-05-2019,In Office,First Term,Gulbarga,Karnataka,Bharatiya Janata Party,Male,Post Graduate,"MBBS, and MS (Master of Surgery) Educated at Karnataka Medical College, Hubballi, and Bangalore Medical College, Bangluru, Karnataka",64,61,0,356,0.886639676, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170182,Raja Amareshwara Naik,Elected,23-05-2019,In Office,First Term,Raichur,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A. LL.B. (Spl) Educated at SJM College, Chitradurga, Mysore University and Karnataka University",66,9,0,528,0.785425101, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170166,Bhagwanth Khuba,Elected,23-05-2019,In Office,Second Term,Bidar,Karnataka,Bharatiya Janata Party,Male,Graduate,BE (Mech.),56,3,0,114,0.807017544,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,10.76,N/A,82.72,0.705606609,Lok Sabha
170179,Karadi Sanganna Amarappa,Elected,23-05-2019,In Office,Second Term,Koppal,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,S.L.C.,73,20,0,205,0.728744939, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170165,Y. Devendrappa,Elected,23-05-2019,In Office,First Term,Bellary,Karnataka,Bharatiya Janata Party,Male,Under Matric,7th Standard,72,10,0,115,0.801619433, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170177,Udasi Shivkumar Chanabasappa,Elected,23-05-2019,In Office,Third Term,Haveri,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",56,54,0,213,0.882591093, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170173,Gowdar Mallikarjunappa Siddeswara,Elected,23-05-2019,In Office,Fourth Term,Davanagere,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at Bheemeshwara Rural Educational Society, Bheemasamudra (Karnataka)",71,14,0,312,0.668016194, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170183,B.Y. Raghavendra,Elected,23-05-2019,In Office,Second Term,Shimoga,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.B.M. Educated at A.T.N.C.C., Shivamogga, Karnataka",50,17,0,206,0.611336032, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170185,Shobha Karandlaje,Elected,23-05-2019,In Office,Second Term,Udupi Chikmagalur,Karnataka,Bharatiya Janata Party,Female,Post Graduate,"M.A., MSW",56,20,0,131,0.894736842,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,10.76,N/A,82.72,0.705606609,Lok Sabha
170544,Prajwal Revanna,Elected,23-05-2019,In Office,First Term,Hassan,Karnataka,Janata Dal (Secular),Male,Graduate,"B.E. (Mechanical Engineering) Educated at Bangalore Institute of Technology, Bengaluru, Karnataka",33,2,0,84,0.546558704, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170172,Nalin Kumar Kateel,Elected,23-05-2019,In Office,Third Term,Dakshina Kannada,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at St. Philomeaia Higher School, Puttar, T.W. D.K. Distt. Karnataka",56,13,0,322,0.680161943, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170171,A. Narayanaswamy,Elected,23-05-2019,In Office,First Term,Chitradurga,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Government Arts College, Bengaluru",66,4,0,41,0.605263158,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,10.76,N/A,82.72,0.705606609,Lok Sabha
170184,Gangasandra Siddappa Basavaraj,Elected,23-05-2019,In Office,Fifth Term,Tumkur,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.Sc., B.L.; Educated at First Grade College, Tumkur and Vidyodaya Law College, Tumkur, Karnataka",82,7,0,59,0.651821862, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170181,Prathap Simha,Elected,23-05-2019,In Office,Second Term,Mysore,Karnataka,Bharatiya Janata Party,Male,Post Graduate,Master in Communication and Journalism,47,7,0,321,0.846153846, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170162,D.K. Suresh,Elected,23-05-2019,In Office,Third Term,Bangalore Rural,Karnataka,Indian National Congress,Male,Inter/ Higher Secondary,Inter/Higher Secondary,57,20,0,369,0.692307692, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170160,P. C. Mohan,Elected,23-05-2019,In Office,Third Term,Bangalore Central,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Educated at Vijiya College,60,8,0,158,0.801619433, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170163,L. S. Tejasvi Surya,Elected,23-05-2019,In Office,First Term,Bangalore South,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A., LLB. Educated at Bangalore Institute of Legal Studies",32,31,0,347,0.761133603, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170169,B.N. Bache Gowda,Elected,23-05-2019,In Office,First Term,Chikkballapur,Karnataka,Bharatiya Janata Party,Male,Graduate,"BSc., B.L., Educated at Mysore University, Karnataka",80,1,0,32,0.372469636, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170178,S. Muniswamy,Elected,23-05-2019,In Office,First Term,Kolar,Karnataka,Bharatiya Janata Party,Male,Graduate,"P.U.C., LL.B. (Discontinue) Educated at Government Junior College and VV Puram Law College, Bangalore, Karnataka",48,20,0,234,0.708502024, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,14.46833333,N/A,193.72,0.705606609,Lok Sabha
170194,Rajmohan Unnithan,Elected,23-05-2019,In Office,First Term,Kasaragod,Kerala,Indian National Congress,Male,Information Not Available,Information Not Available,70,47,0,187,0.870445344, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170193,Kumbakudi Sudhakaran,Elected,23-05-2019,In Office,Second Term,Kannur,Kerala,Indian National Congress,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",75,17,0,250,0.493927126, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170205,K. Muraleedharan,Elected,23-05-2019,In Office,Fourth Term,Vadakara,Kerala,Indian National Congress,Male,Graduate,"B.A., LL.B. (Course Completed), Educated at Mar Ivnios College, Trivandrum and Law Academy, Law College, Trivandrum (Kerala)",66,56,0,250,0.902834008, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170206,Rahul Gandhi,Elected,23-05-2019,In Office,Fourth Term,Wayanad,Kerala,Indian National Congress,Male,Post Graduate,"M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .",53,7,0,94,0.526315789, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170552,M.P. Abdussamad Samadani,Elected,19-07-2021,In Office,First Term,Malappuram,Kerala,Indian Union Muslim League,Male,Post Graduate,"B.A., M.A., M.Phil, LL.B.",64,24,0,95,0.969924812, Data corresponds to the period from 01-06-2019 to 11-08-2023.,18.21223625,1.20941922,114.3205137,0.788702577,33.6,4.05,142.45,0.835984631,Lok Sabha
170188,Ramya Haridas,Elected,23-05-2019,In Office,First Term,Alathur,Kerala,Indian National Congress,Female,Information Not Available,Information Not Available,37,49,0,298,0.728744939, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170158,Geeta Kora,Elected,23-05-2019,In Office,First Term,Singhbhum,Jharkhand,Indian National Congress,Female,Information Not Available,Information Not Available,39,13,0,254,0.67611336, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,49.22435897,3.769230769,220.0705128,0.844596699,Lok Sabha
170189,Adoor Prakash,Elected,23-05-2019,In Office,First Term,Attingal,Kerala,Indian National Congress,Male,Graduate,"B.A., LL.B., Educated at Sree Narayana College, Quilon, Kerala and Trivandrum Law Academy",68,61,0,349,0.813765182, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,71.06052632,4.75,251.2184211,0.835984631,Lok Sabha
170210,Sandhya Ray,Elected,23-05-2019,In Office,First Term,Bhind,Madhya Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,49,21,0,115,0.935222672, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170217,Vivek Narayan Shejwalkar,Elected,23-05-2019,In Office,First Term,Gwalior,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information not Available,76,41,0,155,0.963562753, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170230,Rajbahadur Singh,Elected,23-05-2019,In Office,First Term,Sagar,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,55,5,0,67,0.858299595, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170234,Virendra Kumar,Elected,23-05-2019,In Office,Seventh Term,Tikamgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",69,41,0,81,0.964912281,"This MP was appointed a minister in Jul 2021. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till June 2021. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,19.17230769,0.153846154,51.10923077,0.855004628,Lok Sabha
170221,Vishnu Dutt Sharma,Elected,23-05-2019,In Office,First Term,Khajuraho,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information not Available,52,16,0,196,0.623481781, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170229,Janardan Mishra,Elected,23-05-2019,In Office,Second Term,Rewa,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B",67,37,0,87,0.947368421, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170232,Himadri Singh,Elected,23-05-2019,In Office,First Term,Shahdol,Madhya Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,35,5,0,23,0.829959514, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170208,Dhal Singh Bisen,Elected,23-05-2019,In Office,First Term,Balaghat,Madhya Pradesh,Bharatiya Janata Party,Male,Diploma Course,"A.V.M.S., D.H.B. (Ayurved Vigyanacharya with Modern Medicine and Surgery, Diploma in Trauma and Biochemistry) Educated at Chhattisgarh Ayurvedic College, Raipur, Chhattisgarh",71,66,0,161,0.991902834, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170212,Nakul Nath,Elected,23-05-2019,In Office,First Term,Chhindwara,Madhya Pradesh,Indian National Congress,Male,Graduate,"Bachelor of Business Administration (BBA) Educated at Bay State College, Boston, USA",49,1,0,27,0.712550607, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170218,Uday Pratap Singh,Elected,23-05-2019,In Office,Third Term,Hoshangabad,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,B.Com Educated at Sagar University,59,95,0,186,0.886639676, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170236,Ramakant Bhargava,Elected,23-05-2019,In Office,First Term,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,69,9,0,6,0.696356275, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170211,Sadhvi Pragya Singh Thakur,Elected,23-05-2019,In Office,First Term,Bhopal,Madhya Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,53,18,0,34,0.643724696, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170227,Rodmal Nagar,Elected,23-05-2019,In Office,Second Term,Rajgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,Graduate,62,27,0,202,0.898785425, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170214,Mahendra Singh Solanky,Elected,23-05-2019,In Office,First Term,Dewas,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A., L.L.B. (Hon.) Educated at Indore Institute of Law",39,8,0,98,0.971659919, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170235,Anil Firojiya,Elected,23-05-2019,In Office,First Term,Ujjain,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com Educated at Madhav Arts and Commerce College, Ujjain, Madhya Pradesh",52,25,0,251,0.789473684, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170228,Guman Singh Damor,Elected,23-05-2019,In Office,First Term,Ratlam,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,66,28,0,95,0.890688259, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170215,Chhatar Singh Darbar,Elected,23-05-2019,In Office,Third Term,Dhar,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B. Educated at Government College of Arts and Commerce, Indore and Christian College, Indore",69,13,0,30,0.793522267, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170219,Shankar Lalwani,Elected,23-05-2019,In Office,First Term,Indore,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,61,34,0,174,0.95951417, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170223,Gajendra Umrao Singh Patel,Elected,23-05-2019,In Office,First Term,Khargone,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B., Educated at Government College, Barwani, Madhya Pradesh",48,24,0,149,0.850202429, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170555,Gyaneshwar Patil,Elected,17-11-2021,In Office,First Term,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,54,2,0,89,0.801724138, Data corresponds to the period from 01-06-2019 to 11-08-2023.,17.40350445,1.20941922,99.83402724,0.788702577,12.04,0.8,87.88,0.855004628,Lok Sabha
170209,Durga Das (D.D.) Uikey,Elected,23-05-2019,In Office,First Term,Betul,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A, B.ed Educated at Jaywanti Haksar Governement Post Graduate College, Betul and B.ed College, Khandwa",59,18,0,43,0.955465587, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170247,Subhash Ramrao Bhamre,Elected,23-05-2019,In Office,Second Term,Dhule,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,M.S. and Super Specialisation in Cancer Surgery,69,19,0,555,0.821862348, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170276,Raksha Nikhil Khadase,Elected,23-05-2019,In Office,Second Term,Raver,Maharashtra,Bharatiya Janata Party,Female,Graduate,B.Sc (Computer Science),36,68,0,358,0.75708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170245,Jadhav Prataprao Ganpatrao,Elected,23-05-2019,In Office,Third Term,Buldhana,Maharashtra,Shiv Sena,Male,Graduate,"B.A. - II; Educated at Shri Shivaji College, Chikhil, Buldana",62,41,0,415,0.692307692, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170239,Navnit Ravi Rana,Elected,23-05-2019,In Office,First Term,Amravati,Maharashtra,Independent,Female,Graduate,Bachelor of Commerce (B.Com),38,86,0,198,0.809716599, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170243,Sunil Baburao Mendhe,Elected,23-05-2019,In Office,First Term,Bhandara-Gondiya,Maharashtra,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,55,24,0,206,0.902834008, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170284,Bhavana Pundlikrao Gawali Patil,Elected,23-05-2019,In Office,Fifth Term,Yavatmal-Washim,Maharashtra,Shiv Sena,Female,Graduate,"B.A. (Marathi); Educated at Amravati University, Amravati (Maharashtra)",50,10,0,222,0.396761134, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170251,Hemant Patil,Elected,23-05-2019,In Office,First Term,Hingoli,Maharashtra,Shiv Sena,Male,Information Not Available,Information Not Available,52,15,0,274,0.603238866, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170266,Prataprao Patil Chikhalikar,Elected,23-05-2019,In Office,First Term,Nanded,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,62,15,0,143,0.668016194, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170271,Sanjay (Bandu) Haribhau Jadhav,Elected,23-05-2019,In Office,Second Term,Parbhani,Maharashtra,Shiv Sena,Male,Matric,Matric,56,11,0,303,0.51417004, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170248,Bharti Pravin Pawar,Elected,23-05-2019,In Office,First Term,Dindori,Maharashtra,Bharatiya Janata Party,Female,Doctorate,"M.B.B.S. (Bachelor of Medicine & Bachelor of Surgery)
Educated at N.D.M.V.P's Medical College, Nasik",44,51,0,108,0.973684211,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",24.43976303,0.294307337,77.08705717,0.788702577,32.20151515,0.587878788,154.6474747,0.743384507,Lok Sabha
170268,Godse Hemant Tukaram,Elected,23-05-2019,In Office,Second Term,Nashik,Maharashtra,Shiv Sena,Male,Diploma Course,Diploma in Civil Engineering,53,10,0,260,0.862348178, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
